ID,Date of Payment (Payment),OR Number (Payment),Year (Payment),Lodge (Payment),Amount (Payment),Posted (Payment),User (Payment)
8075,2/21/2022,181212,2022,15,2500,1,ALLAN
8075,1/20/2021,177272,2021,15,1725,1,ALLAN
8075,2/14/2020,175325,2020,15,1725,1,ALLAN
8075,3/18/2019,171697,2019,15,1725,1,ALLAN
8075,3/18/2019,171697,2018,15,1725,1,ALLAN
8075,3/18/2019,171697,2001,15,835,1,ALLAN
8078,3/28/2025,434,2025,15,400,1,ALLAN
8078,2/14/2024,193859,2024,15,400,1,ALLAN
8078,2/7/2023,187280,2023,15,400,1,ALLAN
8078,2/21/2022,181212,2022,15,400,1,ALLAN
8078,1/20/2021,177272,2021,15,200,1,ALLAN
8078,2/14/2020,175325,2020,15,200,1,ALLAN
8078,3/18/2019,171697,2019,15,200,1,ALLAN
8078,2/26/2018,168180,2018,15,200,1,ALLAN
8078,3/15/2017,164578,2017,15,200,1,ALLAN
8078,3/28/2016,161323,2016,15,200,1,ALLAN
8078,3/31/2015,157758,2015,15,200,1,ALLAN
8078,2/26/2015,157094,2014,15,200,1,ALLAN
8078,3/6/2014,152776,2013,15,200,1,ALLAN
8092,3/28/2016,161323,2016,15,200,1,ALLAN
8092,3/31/2015,157758,2015,15,200,1,ALLAN
8092,2/26/2015,157094,2014,15,200,1,ALLAN
8092,3/6/2014,152776,2013,15,200,1,ALLAN
8093,2/7/2023,187280,2023,15,2500,1,ALLAN
8093,2/21/2022,181212,2022,15,2500,1,ALLAN
8093,1/20/2021,177272,2021,15,1725,1,ALLAN
8093,2/14/2020,175325,2020,15,1725,1,ALLAN
8093,3/18/2019,171697,2019,15,1725,1,ALLAN
8093,2/26/2018,168180,2018,15,1725,1,ALLAN
8093,3/15/2017,164578,2017,15,1875,1,ALLAN
8093,3/28/2016,161323,2016,15,1875,1,ALLAN
8093,3/31/2015,157758,2015,15,1875,1,ALLAN
8093,2/26/2015,157094,2014,15,1725,1,ALLAN
8093,9/19/2013,144775,2013,15,1425,1,CECILLE
8101,3/28/2025,434,2025,15,2600,1,ALLAN
8101,2/14/2024,193859,2024,15,2600,1,ALLAN
8101,2/7/2023,187280,2023,15,2500,1,ALLAN
8101,2/21/2022,181212,2022,15,2500,1,ALLAN
8101,1/20/2021,177272,2021,15,1725,1,ALLAN
8101,2/3/2020,175114,2020,15,1725,1,CECILLE
8101,3/18/2019,171697,2019,15,1725,1,ALLAN
8101,2/26/2018,168180,2018,15,1725,1,ALLAN
8101,3/15/2017,164578,2017,15,1875,1,ALLAN
8101,3/28/2016,161323,2016,15,1875,1,ALLAN
8101,3/31/2015,157758,2015,15,1875,1,ALLAN
8101,5/9/2014,153796,2014,15,1725,1,ALLAN
8101,6/28/2013,13-086,2013,15,1425,1,ALLAN
8108,3/28/2025,434,2025,15,400,1,ALLAN
8108,2/14/2024,193859,2024,15,400,1,ALLAN
8108,2/7/2023,187280,2023,15,400,1,ALLAN
8108,2/21/2022,181212,2022,15,400,1,ALLAN
8108,1/20/2021,177272,2021,15,200,1,ALLAN
8108,2/14/2020,175325,2020,15,200,1,ALLAN
8108,3/18/2019,171697,2019,15,200,1,ALLAN
8108,3/18/2019,171697,2018,15,200,1,ALLAN
8108,3/28/2016,161323,2016,15,200,1,ALLAN
8108,3/31/2015,157758,2015,15,200,1,ALLAN
8108,2/26/2015,157094,2014,15,200,1,ALLAN
8108,3/6/2014,152776,2013,15,200,1,ALLAN
8111,3/28/2025,434,2025,15,2600,1,ALLAN
8111,2/14/2024,193859,2024,15,2600,1,ALLAN
8111,2/7/2023,187280,2023,15,2500,1,ALLAN
8111,2/21/2022,181212,2022,15,2500,1,ALLAN
8111,1/20/2021,177272,2021,15,1725,1,ALLAN
8111,2/14/2020,175325,2020,15,1725,1,ALLAN
8111,3/18/2019,171697,2019,15,1725,1,ALLAN
8111,2/26/2018,168180,2018,15,1725,1,ALLAN
8111,3/15/2017,164578,2017,15,1875,1,ALLAN
8111,2/5/2016,160628,2016,15,1875,1,CECILLE
8111,3/31/2015,157758,2015,15,1875,1,ALLAN
8111,2/27/2015,14-474,2014,15,1725,1,ALLAN
8111,4/17/2013,142901,2013,15,1425,1,ALLAN
8154,3/28/2025,434,2025,15,400,1,ALLAN
8154,2/14/2024,193859,2024,15,400,1,ALLAN
8154,2/7/2023,187280,2023,15,400,1,ALLAN
8154,2/21/2022,181212,2022,15,400,1,ALLAN
8154,1/20/2021,177272,2021,15,200,1,ALLAN
8154,2/14/2020,175325,2020,15,200,1,ALLAN
8154,3/18/2019,171697,2019,15,200,1,ALLAN
8154,2/26/2018,168180,2018,15,200,1,ALLAN
8154,3/15/2017,164578,2017,15,200,1,ALLAN
8154,3/28/2016,161323,2016,15,200,1,ALLAN
8154,3/31/2015,157758,2015,15,200,1,ALLAN
8154,2/26/2015,157094,2014,15,200,1,ALLAN
8154,3/6/2014,152776,2013,15,200,1,ALLAN
8160,3/28/2025,434,2025,15,2600,1,ALLAN
8160,2/14/2024,193859,2024,15,2600,1,ALLAN
8160,2/7/2023,187280,2023,15,2500,1,ALLAN
8160,2/21/2022,181212,2022,15,2500,1,ALLAN
8160,1/20/2021,177272,2021,15,1725,1,ALLAN
8160,2/14/2020,175325,2020,15,1725,1,ALLAN
8160,3/18/2019,171697,2019,15,1725,1,ALLAN
8160,12/12/2017,167043,2018,15,1725,1,CECILLE
8160,2/20/2017,164136,2017,15,1875,1,CECILLE
8160,2/5/2016,160628,2016,15,1875,1,CECILLE
8160,3/31/2015,157758,2015,15,1875,1,ALLAN
8160,2/26/2015,157094,2014,15,1725,1,ALLAN
8160,2/4/2014,152348,2013,15,1425,1,CECILLE
8161,3/28/2025,434,2025,15,2600,1,ALLAN
8161,2/14/2024,193859,2024,15,2600,1,ALLAN
8161,2/7/2023,187280,2023,15,2500,1,ALLAN
8161,2/21/2022,181212,2022,15,2500,1,ALLAN
8161,1/20/2021,177272,2021,15,1725,1,ALLAN
8161,2/14/2020,175325,2020,15,1725,1,ALLAN
8161,3/18/2019,171697,2019,15,1725,1,ALLAN
8161,2/26/2018,168180,2018,15,1725,1,ALLAN
8161,3/15/2017,164578,2017,15,1875,1,ALLAN
8161,2/5/2016,160628,2016,15,1875,1,CECILLE
8161,3/31/2015,157758,2015,15,1875,1,ALLAN
8161,2/26/2015,157094,2014,15,1725,1,ALLAN
8161,11/7/2013,151052,2013,15,1425,1,CECILLE
8162,3/28/2025,434,2025,15,2600,1,ALLAN
8162,2/14/2024,193859,2024,15,2600,1,ALLAN
8162,2/7/2023,187280,2023,15,2500,1,ALLAN
8162,2/21/2022,181212,2022,15,2500,1,ALLAN
8162,1/20/2021,177272,2021,15,1725,1,ALLAN
8162,2/14/2020,175325,2020,15,1725,1,ALLAN
8162,3/18/2019,171697,2019,15,1725,1,ALLAN
8162,2/26/2018,168180,2018,15,1725,1,ALLAN
8162,3/15/2017,164578,2017,15,1875,1,ALLAN
8162,2/5/2016,160628,2016,15,1875,1,CECILLE
8162,3/31/2015,157758,2015,15,1875,1,ALLAN
8162,2/26/2015,157094,2014,15,1725,1,ALLAN
8162,2/4/2014,152348,2013,15,1425,1,CECILLE
8165,3/28/2025,434,2025,15,2600,1,ALLAN
8165,2/14/2024,193859,2024,15,2600,1,ALLAN
8165,2/7/2023,187280,2023,15,2500,1,ALLAN
8165,2/21/2022,181212,2022,15,2500,1,ALLAN
8165,1/20/2021,177272,2021,15,1725,1,ALLAN
8165,2/14/2020,175325,2020,15,1725,1,ALLAN
8165,3/18/2019,171697,2019,15,1725,1,ALLAN
8165,2/26/2018,168180,2018,15,1725,1,ALLAN
8165,3/13/2018,168410,2017,15,1875,1,ALLAN
8165,3/13/2018,168410,1984,15,108,1,ALLAN
8178,3/28/2016,161323,2016,15,200,1,ALLAN
8178,3/31/2015,157758,2015,15,200,1,ALLAN
8178,2/26/2015,157094,2014,15,200,1,ALLAN
8178,3/6/2014,152776,2013,15,200,1,ALLAN
8179,3/28/2016,161323,2016,15,200,1,ALLAN
8179,3/31/2015,157758,2015,15,200,1,ALLAN
8179,2/26/2015,157094,2014,15,200,1,ALLAN
8179,3/6/2014,152776,2013,15,200,1,ALLAN
8233,3/28/2016,161323,2016,15,1875,1,ALLAN
8233,3/31/2015,157758,2015,15,1875,1,ALLAN
8233,2/26/2015,157094,2014,15,1725,1,ALLAN
8233,3/6/2014,152776,2013,15,1425,1,ALLAN
8238,3/28/2025,434,2025,15,2600,1,ALLAN
8238,2/14/2024,193859,2024,15,2600,1,ALLAN
8238,2/7/2023,187280,2023,15,2500,1,ALLAN
8238,2/21/2022,181212,2022,15,2500,1,ALLAN
8238,1/20/2021,177272,2021,15,1725,1,ALLAN
8238,2/14/2020,175325,2020,15,1725,1,ALLAN
8238,3/18/2019,171697,2019,15,1725,1,ALLAN
8238,2/26/2018,168180,2018,15,1725,1,ALLAN
8238,3/15/2017,164578,2017,15,1875,1,ALLAN
8238,3/28/2016,161323,2016,15,1875,1,ALLAN
8238,3/31/2015,157758,2015,15,1875,1,ALLAN
8238,2/26/2015,157094,2014,15,1725,1,ALLAN
8238,3/6/2014,152776,2013,15,1425,1,ALLAN
8286,3/28/2025,434,2025,15,2600,1,ALLAN
8286,2/14/2024,193859,2024,15,2600,1,ALLAN
8286,2/7/2023,187280,2023,15,2500,1,ALLAN
8286,2/21/2022,181212,2022,15,2500,1,ALLAN
8286,1/20/2021,177272,2021,15,1725,1,ALLAN
8286,2/14/2020,175325,2020,15,1725,1,ALLAN
8286,3/18/2019,171697,2019,15,1725,1,ALLAN
8286,2/26/2018,168180,2018,15,1725,1,ALLAN
8286,3/15/2017,164578,2017,15,1875,1,ALLAN
8286,3/28/2016,161323,2016,15,1875,1,ALLAN
8286,3/31/2015,157758,2015,15,1875,1,ALLAN
8286,2/26/2015,157094,2014,15,1725,1,ALLAN
8286,3/6/2014,152776,2013,15,1425,1,ALLAN
8311,3/28/2016,161323,2016,15,200,1,ALLAN
8311,3/31/2015,157758,2015,15,200,1,ALLAN
8311,2/26/2015,157094,2014,15,200,1,ALLAN
8311,3/6/2014,152776,2013,15,200,1,ALLAN
8325,3/28/2025,434,2025,15,400,1,ALLAN
8325,2/14/2024,193859,2024,15,400,1,ALLAN
8325,2/7/2023,187280,2023,15,400,1,ALLAN
8325,2/21/2022,181212,2022,15,400,1,ALLAN
8325,1/20/2021,177272,2021,15,200,1,ALLAN
8325,2/14/2020,175325,2020,15,200,1,ALLAN
8325,3/18/2019,171697,2019,15,200,1,ALLAN
8325,2/26/2018,168180,2018,15,200,1,ALLAN
8325,3/15/2017,164578,2017,15,200,1,ALLAN
8325,3/28/2016,161323,2016,15,200,1,ALLAN
8325,3/31/2015,157758,2015,15,200,1,ALLAN
8325,2/26/2015,157094,2014,15,200,1,ALLAN
8325,3/6/2014,152776,2013,15,200,1,ALLAN
8351,3/28/2025,434,2025,15,400,1,ALLAN
8351,2/14/2024,193859,2024,15,400,1,ALLAN
8351,2/7/2023,187280,2023,15,400,1,ALLAN
8351,2/21/2022,181212,2022,15,400,1,ALLAN
8351,1/20/2021,177272,2021,15,200,1,ALLAN
8351,2/14/2020,175325,2020,15,200,1,ALLAN
8351,3/18/2019,171697,2019,15,200,1,ALLAN
8351,2/26/2018,168180,2018,15,200,1,ALLAN
8351,3/15/2017,164578,2017,15,200,1,ALLAN
8351,3/28/2016,161323,2016,15,200,1,ALLAN
8351,3/31/2015,157758,2015,15,200,1,ALLAN
8351,2/26/2015,157094,2014,15,200,1,ALLAN
8351,3/6/2014,152776,2013,15,200,1,ALLAN
8352,3/28/2025,434,2025,15,2600,1,ALLAN
8352,2/14/2024,193859,2024,15,2600,1,ALLAN
8352,2/7/2023,187280,2023,15,2500,1,ALLAN
8352,2/21/2022,181212,2022,15,2500,1,ALLAN
8352,1/20/2021,177272,2021,15,1725,1,ALLAN
8352,2/14/2020,175325,2020,15,1725,1,ALLAN
8352,3/18/2019,171697,2019,15,1725,1,ALLAN
8352,2/26/2018,168180,2018,15,1725,1,ALLAN
8352,3/15/2017,164578,2017,15,1875,1,ALLAN
8352,2/5/2016,160630,2016,15,1875,1,ALLAN
8352,3/31/2015,157758,2015,15,1875,1,ALLAN
8352,2/26/2015,157094,2014,15,300,1,ALLAN
8352,1/8/2014,151933,2014,15,1425,1,CECILLE
8352,8/1/2013,144162,2013,15,1425,1,CECILLE
8352,8/1/2013,144162,2007,15,935,1,CECILLE
8365,3/28/2016,161323,2016,15,200,1,ALLAN
8365,3/31/2015,157758,2015,15,200,1,ALLAN
8365,2/26/2015,157094,2014,15,200,1,ALLAN
8365,3/6/2014,152776,2013,15,200,1,ALLAN
9717,2/22/2022,181252,2022,31,2500,1,ALLAN
9717,2/17/2021,177790,2021,31,1725,1,ALLAN
9717,1/30/2020,175050,2020,31,1725,1,ALLAN
9717,1/7/2019,170659,2019,31,1725,1,ALLAN
9717,1/11/2018,167533,2018,31,1725,1,ALLAN
9717,1/5/2017,163486,2017,31,1875,1,ALLAN
9717,3/30/2016,161338,2016,31,1875,1,ALLAN
9717,4/1/2015,157799,2015,31,1875,1,ALLAN
9717,11/19/2014,155880,2014,31,1725,1,ALLAN
9717,11/7/2013,151060,2013,31,1425,1,CECILLE
12332,11/19/2024,198847,2025,31,2600,1,ALLAN
12332,7/25/2024,196931,2024,31,2600,1,ALLAN
12332,7/25/2024,196931,1997,31,495,1,ALLAN
12445,11/19/2024,198847,2025,31,2600,1,ALLAN
12445,1/25/2024,193344,2024,31,2600,1,ALLAN
12445,2/17/2023,187523,2023,31,2500,1,ALLAN
12445,2/22/2022,181252,2022,31,2500,1,ALLAN
12445,2/17/2021,177790,2021,31,1725,1,ALLAN
12445,1/30/2020,175050,2020,31,1725,1,ALLAN
12445,1/7/2019,170659,2019,31,1725,1,ALLAN
12445,1/11/2018,167533,2018,31,1725,1,ALLAN
12445,1/5/2017,163486,2017,31,1875,1,ALLAN
12445,3/30/2016,161338,2016,31,1875,1,ALLAN
12445,4/1/2015,157799,2015,31,1875,1,ALLAN
12445,12/3/2014,156020,2014,31,1725,1,ALLAN
12445,4/14/2014,153449,2013,31,1425,1,CECILLE
12455,3/30/2016,161338,2016,31,1875,1,ALLAN
12455,1/26/2015,156621,2015,31,1875,1,CECILLE
12455,1/26/2015,156621,2005,31,885,1,CECILLE
12485,11/19/2024,198847,2025,31,2600,1,ALLAN
12485,1/25/2024,193344,2024,31,2600,1,ALLAN
12485,2/17/2023,187523,2023,31,2500,1,ALLAN
12485,2/22/2022,181252,2022,31,2500,1,ALLAN
12485,2/17/2021,177790,2021,31,1725,1,ALLAN
12485,1/30/2020,175050,2020,31,1725,1,ALLAN
12485,1/7/2019,170659,2019,31,1725,1,ALLAN
12485,1/11/2018,167533,2018,31,1725,1,ALLAN
12485,1/5/2017,163486,2017,31,1875,1,ALLAN
12485,3/30/2016,161338,2016,31,1875,1,ALLAN
12485,4/1/2015,157799,2015,31,1875,1,ALLAN
12485,10/1/2014,155270,2014,31,1725,1,CECILLE
12485,6/28/2013,13-090,2013,31,1425,1,ALLAN
12563,4/11/2023,23-003,2023,31,400,1,ALLAN
12563,2/22/2022,181252,2022,31,400,1,ALLAN
12563,2/17/2021,177790,2021,31,200,1,ALLAN
12563,1/30/2020,175050,2020,31,200,1,ALLAN
12563,1/7/2019,170659,2019,31,200,1,ALLAN
12563,1/11/2018,167533,2018,31,200,1,ALLAN
12563,1/5/2017,163486,2017,31,200,1,ALLAN
12563,3/30/2016,161338,2016,31,200,1,ALLAN
12563,4/14/2014,153449,2013,31,200,1,CECILLE
12565,4/14/2014,153449,2013,31,1425,1,CECILLE
12572,11/19/2024,198847,2025,31,2600,1,ALLAN
12572,1/25/2024,193344,2024,31,2600,1,ALLAN
12572,2/17/2023,187523,2023,31,2500,1,ALLAN
12572,2/22/2022,181252,2022,31,2500,1,ALLAN
12572,2/17/2021,177790,2021,31,1725,1,ALLAN
12572,1/30/2020,175050,2020,31,1725,1,ALLAN
12572,1/7/2019,170659,2019,31,1725,1,ALLAN
12572,1/11/2018,167533,2018,31,1725,1,ALLAN
12572,1/5/2017,163486,2017,31,1875,1,ALLAN
12572,10/29/2015,15-297,2016,31,1875,1,ALLAN
12572,4/1/2015,157799,2015,31,1875,1,ALLAN
12572,9/3/2014,154963,2014,31,1725,1,CECILLE
12572,4/11/2013,142761,2013,31,1425,1,ALLAN
12976,11/19/2024,198847,2025,31,2600,1,ALLAN
12976,1/25/2024,193344,2024,31,2600,1,ALLAN
12976,2/17/2023,187523,2023,31,2500,1,ALLAN
12976,2/22/2022,181252,2022,31,2500,1,ALLAN
12976,2/17/2021,177790,2021,31,1725,1,ALLAN
12976,1/30/2020,175050,2020,31,1725,1,ALLAN
12976,1/7/2019,170659,2019,31,1725,1,ALLAN
12976,1/11/2018,167533,2018,31,1725,1,ALLAN
12976,7/21/2017,165592,2017,31,1875,1,CECILLE
12976,7/21/2017,165592,2001,31,835,1,CECILLE
13010,11/19/2024,198847,2025,31,2600,1,ALLAN
13010,1/25/2024,193344,2024,31,2600,1,ALLAN
13010,2/17/2023,187523,2023,31,2500,1,ALLAN
13010,2/22/2022,181252,2022,31,2500,1,ALLAN
13010,2/17/2021,177790,2021,31,1725,1,ALLAN
13010,1/30/2020,175050,2020,31,1725,1,ALLAN
13010,1/7/2019,170659,2019,31,1725,1,ALLAN
13010,11/20/2017,166630,2018,31,1725,1,ALLAN
13010,1/5/2017,163486,2017,31,1875,1,ALLAN
13010,3/30/2016,161338,2016,31,1875,1,ALLAN
13010,4/1/2015,157799,2015,31,1875,1,ALLAN
13010,3/31/2015,157729,2014,31,300,1,ALLAN
13010,3/28/2014,153203,2014,31,1425,1,CECILLE
13010,3/28/2014,153203,2008,31,1125,1,CECILLE
13034,11/19/2024,198847,2025,31,2600,1,ALLAN
13034,1/25/2024,193344,2024,31,2600,1,ALLAN
13034,2/17/2023,187523,2023,31,2500,1,ALLAN
13034,2/22/2022,181252,2022,31,2500,1,ALLAN
13034,2/17/2021,177790,2021,31,1725,1,ALLAN
13034,1/30/2020,175050,2020,31,1725,1,ALLAN
13034,1/7/2019,170659,2019,31,1725,1,ALLAN
13034,1/11/2018,167533,2018,31,1725,1,ALLAN
13034,1/5/2017,163486,2017,31,1875,1,ALLAN
13034,3/30/2016,161338,2016,31,1875,1,ALLAN
13034,4/1/2015,157799,2015,31,1875,1,ALLAN
13034,3/31/2015,157729,2014,31,300,1,ALLAN
13034,3/28/2014,153203,2014,31,1425,1,CECILLE
13034,3/28/2014,153203,2011,31,1125,1,CECILLE
13063,2/22/2022,181252,2022,31,2500,1,ALLAN
13063,2/17/2021,177790,2021,31,1725,1,ALLAN
13063,1/30/2020,175050,2020,31,1725,1,ALLAN
13063,1/7/2019,170659,2019,31,1725,1,ALLAN
13063,11/20/2017,166630,2018,31,1725,1,ALLAN
13063,1/5/2017,163486,2017,31,1875,1,ALLAN
13063,3/10/2016,161018,2016,31,1875,1,ALLAN
13063,1/26/2015,156623,2015,31,1875,1,ALLAN
13063,8/1/2014,154585,2014,31,1725,1,CECILLE
13063,9/30/2013,13-235,2013,31,1425,1,ALLAN
13066,11/19/2024,198847,2025,31,2600,1,ALLAN
13066,1/25/2024,193344,2024,31,2600,1,ALLAN
13066,2/17/2023,187523,2023,31,2500,1,ALLAN
13066,2/22/2022,181252,2022,31,2500,1,ALLAN
13066,2/17/2021,177790,2021,31,1725,1,ALLAN
13066,1/30/2020,175050,2020,31,1725,1,ALLAN
13066,1/7/2019,170659,2019,31,1725,1,ALLAN
13066,1/11/2018,167533,2018,31,1725,1,ALLAN
13066,3/27/2017,164746,2017,31,1875,1,ALLAN
13066,3/27/2017,164746,1993,31,401,1,ALLAN
13084,11/19/2024,198847,2025,31,400,1,ALLAN
13084,1/25/2024,193344,2024,31,400,1,ALLAN
13084,2/17/2023,187523,2023,31,400,1,ALLAN
13084,2/22/2022,181252,2022,31,400,1,ALLAN
13084,2/17/2021,177790,2021,31,200,1,ALLAN
13084,1/30/2020,175050,2020,31,200,1,ALLAN
13084,1/7/2019,170659,2019,31,200,1,ALLAN
13084,1/11/2018,167533,2018,31,200,1,ALLAN
13084,1/5/2017,163486,2017,31,200,1,ALLAN
13084,3/30/2016,161338,2016,31,200,1,ALLAN
13084,4/14/2014,153449,2013,31,200,1,CECILLE
13177,3/30/2016,161338,2016,31,1875,1,ALLAN
13177,4/1/2015,157799,2015,31,1875,1,ALLAN
13177,10/1/2014,155270,2014,31,1725,1,CECILLE
13177,10/1/2013,144890,2013,31,1425,1,ALLAN
13177,10/1/2013,144890,1997,31,495,1,ALLAN
13343,11/19/2024,198847,2025,31,2600,1,ALLAN
13343,1/25/2024,193344,2024,31,2600,1,ALLAN
13343,2/17/2023,187523,2023,31,2500,1,ALLAN
13343,2/22/2022,181252,2022,31,2500,1,ALLAN
13343,2/17/2021,177790,2021,31,1725,1,ALLAN
13343,1/30/2020,175050,2020,31,1725,1,ALLAN
13343,1/7/2019,170659,2019,31,1725,1,ALLAN
13343,1/11/2018,167533,2018,31,1725,1,ALLAN
13343,1/5/2017,163486,2017,31,1875,1,ALLAN
13343,3/30/2016,161338,2016,31,1875,1,ALLAN
13343,4/1/2015,157799,2015,31,1875,1,ALLAN
13343,10/1/2014,155270,2014,31,1725,1,CECILLE
13343,6/28/2013,13-090,2013,31,1425,1,ALLAN
13344,11/19/2024,198847,2025,31,2600,1,ALLAN
13344,1/25/2024,193344,2024,31,2600,1,ALLAN
13344,2/17/2023,187523,2023,31,2500,1,ALLAN
13344,2/22/2022,181252,2022,31,2500,1,ALLAN
13344,2/17/2021,177790,2021,31,1725,1,ALLAN
13344,1/30/2020,175050,2020,31,1725,1,ALLAN
13344,1/7/2019,170659,2019,31,1725,1,ALLAN
13344,1/11/2018,167533,2018,31,1725,1,ALLAN
13344,9/23/2016,16-198,2017,31,1875,1,ALLAN
13344,2/19/2016,160788,2016,31,1875,1,CECILLE
13344,3/2/2015,157154,2015,31,1875,1,CECILLE
13344,10/1/2014,155270,2014,31,1725,1,CECILLE
13344,6/28/2013,13-090,2013,31,1425,1,ALLAN
13437,11/19/2024,198847,2025,31,2600,1,ALLAN
13437,1/25/2024,193344,2024,31,2600,1,ALLAN
13437,2/17/2023,187523,2023,31,2500,1,ALLAN
13437,2/22/2022,181252,2022,31,2500,1,ALLAN
13437,2/17/2021,177790,2021,31,1725,1,ALLAN
13437,1/30/2020,175050,2020,31,1725,1,ALLAN
13437,1/7/2019,170659,2019,31,1725,1,ALLAN
13437,11/20/2017,166630,2018,31,1725,1,ALLAN
13437,4/24/2017,165005,2017,31,1875,1,ALLAN
13437,4/24/2017,165005,1988,31,202,1,ALLAN
13503,8/6/2025,2322,2025,31,2600,1,CECILLE
13503,8/6/2025,2322,1997,31,495,1,CECILLE
13526,11/19/2024,198847,2025,31,2600,1,ALLAN
13526,1/25/2024,193344,2024,31,2600,1,ALLAN
13526,2/17/2023,187523,2023,31,2500,1,ALLAN
13526,2/22/2022,181252,2022,31,2500,1,ALLAN
13526,2/17/2021,177790,2021,31,1725,1,ALLAN
13526,1/30/2020,175050,2020,31,1725,1,ALLAN
13526,1/7/2019,170659,2019,31,1725,1,ALLAN
13526,11/20/2017,166630,2018,31,1725,1,ALLAN
13526,1/5/2017,163486,2017,31,1875,1,ALLAN
13526,3/10/2016,161018,2016,31,1875,1,ALLAN
13526,3/2/2015,157154,2015,31,1875,1,CECILLE
13526,8/1/2014,154585,2014,31,1725,1,CECILLE
13526,4/11/2013,142761,2013,31,1425,1,ALLAN
13541,3/30/2016,161338,2016,31,200,1,ALLAN
13541,4/14/2014,153449,2013,31,200,1,CECILLE
13589,11/19/2024,198847,2025,31,400,1,ALLAN
13589,1/25/2024,193344,2024,31,400,1,ALLAN
13589,2/17/2023,187523,2023,31,400,1,ALLAN
13589,2/22/2022,181252,2022,31,400,1,ALLAN
13589,2/17/2021,177790,2021,31,200,1,ALLAN
13589,1/30/2020,175050,2020,31,200,1,ALLAN
13589,1/7/2019,170659,2019,31,200,1,ALLAN
13589,1/11/2018,167533,2018,31,200,1,ALLAN
13589,1/5/2017,163486,2017,31,200,1,ALLAN
13589,3/30/2016,161338,2016,31,200,1,ALLAN
13589,4/14/2014,153449,2013,31,200,1,CECILLE
13592,8/6/2025,2322,2026,31,2850,1,CECILLE
13592,11/19/2024,198847,2025,31,2600,1,ALLAN
13592,7/25/2024,196931,2024,31,2600,1,ALLAN
13592,7/25/2024,196931,2001,31,835,1,ALLAN
13684,11/19/2024,198847,2025,31,2600,1,ALLAN
13684,1/25/2024,193344,2024,31,2600,1,ALLAN
13684,2/17/2023,187523,2023,31,2500,1,ALLAN
13684,2/22/2022,181252,2022,31,2500,1,ALLAN
13684,2/17/2021,177790,2021,31,1725,1,ALLAN
13684,1/30/2020,175050,2020,31,1725,1,ALLAN
13684,1/7/2019,170659,2019,31,1725,1,ALLAN
13684,1/11/2018,167533,2018,31,1725,1,ALLAN
13684,1/5/2017,163486,2017,31,1875,1,ALLAN
13684,3/30/2016,161338,2016,31,1875,1,ALLAN
13684,1/26/2015,156621,2015,31,1875,1,CECILLE
13684,1/26/2015,156621,2008,31,1125,1,CECILLE
18445,1/15/2025,199617,2025,51,2600,1,ALLAN
18445,1/15/2024,192998,2024,51,2600,1,ALLAN
18445,1/19/2023,186866,2023,51,2500,1,ALLAN
18445,1/31/2022,180826,2022,51,2500,1,ALLAN
18445,4/26/2021,21-036,2021,51,1725,1,ALLAN
18445,1/14/2020,174589,2020,51,1725,1,ALLAN
18445,2/26/2019,171339,2019,51,1725,1,ALLAN
18445,3/7/2018,168289,2018,51,1725,1,ALLAN
18445,3/13/2017,164480,2017,51,1875,1,ALLAN
18445,2/10/2016,160667,2016,51,1875,1,CECILLE
18445,1/7/2015,156315,2015,51,1875,1,ALLAN
18445,1/7/2015,156315,2014,51,300,1,ALLAN
18445,2/11/2014,152437,2014,51,1425,1,ALLAN
18445,2/28/2014,13-478,2013,51,1425,1,ALLAN
18627,1/15/2025,199617,2025,51,400,1,ALLAN
18627,1/15/2024,192998,2024,51,400,1,ALLAN
18627,1/19/2023,186866,2023,51,400,1,ALLAN
18627,1/31/2022,180826,2022,51,400,1,ALLAN
18627,4/26/2021,21-036,2021,51,200,1,ALLAN
18627,1/14/2020,174589,2020,51,200,1,ALLAN
18627,2/26/2019,171339,2019,51,200,1,ALLAN
18627,3/7/2018,168289,2018,51,200,1,ALLAN
18627,3/13/2017,164480,2017,51,200,1,ALLAN
18627,2/10/2016,160667,2016,51,200,1,CECILLE
18627,3/30/2015,157657,2015,51,200,1,ALLAN
18627,1/7/2015,156315,2014,51,200,1,ALLAN
18627,6/28/2013,13-094,2013,51,200,1,ALLAN
21390,12/29/2022,186474,2023,69,400,1,ALLAN
21390,4/11/2022,22-007,2022,69,400,1,ALLAN
21390,4/26/2021,21-039,2021,69,200,1,ALLAN
21390,1/16/2020,174693,2020,69,200,1,ALLAN
21390,1/18/2019,170872,2019,69,200,1,ALLAN
21390,1/24/2018,167766,2018,69,200,1,ALLAN
21390,3/14/2017,164497,2017,69,200,1,ALLAN
21390,3/1/2016,160883,2016,69,200,1,ALLAN
21390,3/26/2015,157587,2015,69,200,1,ALLAN
21390,3/26/2015,157587,2014,69,200,1,ALLAN
21390,4/30/2014,14-019,2013,69,200,1,ALLAN
21400,1/20/2025,199746,2025,69,400,1,ALLAN
21400,1/31/2024,193512,2024,69,400,1,ALLAN
21400,12/29/2022,186474,2023,69,400,1,ALLAN
21400,4/11/2022,22-007,2022,69,400,1,ALLAN
21400,4/26/2021,21-039,2021,69,200,1,ALLAN
21400,1/16/2020,174693,2020,69,200,1,ALLAN
21400,1/18/2019,170872,2019,69,200,1,ALLAN
21400,1/24/2018,167766,2018,69,200,1,ALLAN
